close, open, high, low, volume, atr14, psar, close_diff, ema_fast, ema_slow, ema_fast_diff, price_v_close, bar_time, position, alpha_imp1_ema_up, alpha_imp2_ema_pos_x, alpha_imp3_psar_up, alpha_imp4_close_up, alpha_imp6_price_v_close_thres, short_rev_imp1_rev_box, short_rev_imp2_ema_neg, short_rev_imp3_ema_neg_x, short_rev_imp4_close_neg, long_rev_imp1_rev_box, long_rev_imp2_ema_pos, long_rev_imp3_ema_pos_x, long_rev_imp4_close_pos, 
7.3200, 7.3100, 7.3200, 7.3100, 3000, 7.7514, 7.171300000, 0.020000000, 7.248100095, 7.235766683, 0.017974976, , 2019-08-28 08:48:00, FLAT, , , , , , , , , , , , , , , 
7.3300, 7.3200, 7.3300, 7.3200, 1100, 7.7514, 7.174274000, 0.010000000, 7.264480076, 7.244741285, 0.016379981, , 2019-08-28 08:54:00, FLAT, , , , , , , , , , , , , , , 
7.6600, 7.6600, 7.6600, 7.6600, 100, 7.7514, 7.178945780, 0.330000000, 7.343584061, 7.284289734, 0.079103985, , 2019-08-28 09:00:00, FLAT, , , , , , , , , , , , , , , 
7.5100, 7.5100, 7.5100, 7.5100, 600, 7.7514, 7.198187949, -0.150000000, 7.376867249, 7.305785950, 0.033283188, , 2019-08-28 09:03:00, FLAT, , , , , , , , , , , , , , , 
7.5900, 7.5000, 7.6000, 7.5000, 1200, 7.7514, 7.216660431, 0.080000000, 7.419493799, 7.332853954, 0.042626550, , 2019-08-28 09:06:00, FLAT, , , , , , , , , , , , , , , 
7.6800, 7.6000, 7.6800, 7.5600, 2000, 7.7514, 7.234394014, 0.090000000, 7.471595039, 7.365915483, 0.052101240, , 2019-08-28 09:09:00, FLAT, , , , , , , , , , , , , , , 
7.6900, 7.7000, 7.7000, 7.6900, 600, 7.7514, 7.256674313, 0.010000000, 7.515276031, 7.396780675, 0.043680992, , 2019-08-28 09:12:00, FLAT, , , , , , , , , , , , , , , 
7.6000, 7.7000, 7.7000, 7.5500, 885, 7.7514, 7.283273854, -0.090000000, 7.532220825, 7.416134896, 0.016944794, , 2019-08-28 09:15:00, FLAT, , , , , , , , , , , , , , , 
7.6199, 7.6200, 7.6200, 7.6199, 200, 7.7514, 7.308277423, 0.019900000, 7.549756660, 7.435541097, 0.017535835, , 2019-08-28 09:18:00, FLAT, , , , , , , , , , , , , , , 
7.6300, 7.5500, 7.6300, 7.5500, 8074, 7.7514, 7.331780778, 0.010100000, 7.565805328, 7.454060992, 0.016048668, , 2019-08-28 09:33:00, FLAT, , , , , , , , , , , , , , , 
7.5500, 7.6200, 7.6200, 7.5500, 1200, 7.7514, 7.353873931, -0.080000000, 7.562644262, 7.463198040, -0.003161066, , 2019-08-28 09:36:00, FLAT, , , , , , , , , , , , , , , 
7.3100, 7.5500, 7.5500, 7.3000, 9200, 7.7514, 7.700000000, -0.240000000, 7.512115410, 7.448607751, -0.050528852, , 2019-08-28 09:39:00, FLAT, , , , , , , , , , , , , , , 
7.2173, 7.3400, 7.3500, 7.1700, 6900, 7.7514, 7.696000000, -0.092700000, 7.453152328, 7.426578441, -0.058963082, , 2019-08-28 09:42:00, FLAT, , , , , , , , , , , , , , , 
7.2000, 7.2300, 7.2395, 7.2000, 600, 7.7514, 7.685480000, -0.017300000, 7.402521862, 7.404999542, -0.050630466, , 2019-08-28 09:45:00, FLAT, , , , , , , , , , , , , , , 
7.1327, 7.1700, 7.1700, 7.1327, 200, 7.7514, 7.675170400, -0.067300000, 7.348557490, 7.379066252, -0.053964372, , 2019-08-28 09:48:00, FLAT, , , , , , , , , , , , , , , 
7.2300, 7.1800, 7.2700, 7.1527, 12325, 7.7514, 7.658896288, 0.097300000, 7.324845992, 7.364869466, -0.023711498, , 2019-08-28 09:51:00, FLAT, , , , , , , , , , , , , , , 
7.1900, 7.2300, 7.2899, 7.1900, 9100, 7.7514, 7.643110399, -0.040000000, 7.297876794, 7.348215232, -0.026969198, , 2019-08-28 09:54:00, FLAT, , , , , , , , , , , , , , , 
7.1700, 7.1900, 7.1900, 7.1700, 1800, 7.7514, 7.627798087, -0.020000000, 7.272301435, 7.331242352, -0.025575359, , 2019-08-28 09:57:00, FLAT, , , , , , , , , , , , , , , 
7.1600, 7.1600, 7.1600, 7.1600, 400, 7.7514, 7.612945145, -0.010000000, 7.249841148, 7.314933557, -0.022460287, , 2019-08-28 10:00:00, FLAT, , , , , , , , , , , , , , , 
6.7400, 7.1600, 7.1600, 6.3500, 28020, 7.7514, 7.598537790, -0.420000000, 7.147872918, 7.260177980, -0.101968230, , 2019-08-28 10:03:00, FLAT, , , , , , , , , , , , , , , 
6.7400, 6.7300, 6.7400, 6.7300, 1050, 7.7514, 7.548596279, 0.000000000, 7.066298335, 7.210637220, -0.081574584, , 2019-08-28 10:06:00, FLAT, , , , , , , , , , , , , , , 
6.8400, 6.8576, 6.8576, 6.8400, 400, 7.7514, 7.500652428, 0.100000000, 7.021038668, 7.175338437, -0.045259667, , 2019-08-28 10:09:00, FLAT, , , , , , , , , , , , , , , 
6.9400, 6.8400, 7.0100, 6.8400, 11567, 7.7514, 7.454626331, 0.100000000, 7.004830934, 7.152925253, -0.016207734, , 2019-08-28 10:12:00, FLAT, , , , , , , , , , , , , , , 
6.9200, 6.9600, 6.9800, 6.9200, 2000, 7.7514, 7.410441277, -0.020000000, 6.987864747, 7.130741895, -0.016966187, , 2019-08-28 10:15:00, FLAT, , , , , , , , , , , , , , , 
6.8200, 6.9200, 6.9300, 6.8200, 6400, 7.7514, 7.368023626, -0.100000000, 6.954291798, 7.101147429, -0.033572949, , 2019-08-28 10:18:00, FLAT, , , , , , , , , , , , , , , 
6.8200, 6.8200, 6.8200, 6.8200, 0, 7.7514, 7.327302681, 0.000000000, 6.927433438, 7.074371483, -0.026858360, , 2019-08-28 10:21:00, FLAT, , , , , , , , , , , , , , , 
6.7700, 6.7700, 6.7900, 6.7100, 3050, 7.7514, 7.288210574, -0.050000000, 6.895946751, 7.045383723, -0.031486688, , 2019-08-28 10:24:00, FLAT, , , , , , , , , , , , , , , 
6.8000, 6.8500, 6.8500, 6.8000, 1200, 7.7514, 7.250682151, 0.030000000, 6.876757401, 7.022013845, -0.019189350, , 2019-08-28 10:27:00, FLAT, , , , , , , , , , , , , , , 
6.7300, 6.7800, 6.7800, 6.7300, 700, 7.7514, 7.214654865, -0.070000000, 6.847405920, 6.994203002, -0.029351480, , 2019-08-28 10:30:00, FLAT, , , , , , , , , , , , , , , 
6.7000, 6.7500, 6.7500, 6.5100, 14400, 7.7514, 7.180068670, -0.030000000, 6.817924736, 6.966183669, -0.029481184, , 2019-08-28 10:33:00, FLAT, , , , , , , , , , , , , , , 
6.6600, 6.7000, 6.7300, 6.6500, 6100, 7.7514, 7.146865924, -0.040000000, 6.786339789, 6.937023319, -0.031584947, , 2019-08-28 10:36:00, FLAT, , , , , , , , , , , , , , , 
6.5700, 6.6500, 6.8000, 6.5601, 3100, 7.7514, 7.114991287, -0.090000000, 6.743071831, 6.902068718, -0.043267958, , 2019-08-28 10:39:00, FLAT, , , , , , , , , , , , , , , 
6.6100, 6.5601, 6.7300, 6.5600, 5220, 7.7514, 7.084391635, 0.040000000, 6.716457465, 6.874252649, -0.026614366, , 2019-08-28 10:42:00, FLAT, , , , , , , , , , , , , , , 
6.5600, 6.5900, 6.5900, 6.5600, 700, 7.7514, 7.055015970, -0.050000000, 6.685165972, 6.844323825, -0.031291493, , 2019-08-28 10:45:00, FLAT, , , , , , , , , , , , , , , 
6.5600, 6.5600, 6.5600, 6.5600, 0, 7.7514, 7.026815331, 0.000000000, 6.660132778, 6.817245366, -0.025033194, , 2019-08-28 10:48:00, FLAT, , , , , , , , , , , , , , , 
6.4100, 6.5100, 6.5100, 6.4100, 1480, 7.7514, 6.999742718, -0.150000000, 6.610106222, 6.778460093, -0.050026556, , 2019-08-28 10:51:00, FLAT, , , , , , , , , , , , , , , 
6.4500, 6.4000, 6.4500, 6.3900, 1700, 7.7514, 6.973753009, 0.040000000, 6.578084978, 6.747178179, -0.032021244, , 2019-08-28 10:54:00, FLAT, , , , , , , , , , , , , , , 
6.4001, 6.4500, 6.4500, 6.4000, 1598, 7.7514, 6.948802889, -0.049900000, 6.542487982, 6.714123115, -0.035596996, , 2019-08-28 10:57:00, FLAT, , , , , , , , , , , , , , , 
6.4300, 6.4400, 6.4500, 6.4000, 11538, 7.7514, 6.924850773, 0.029900000, 6.519990386, 6.687063770, -0.022497596, , 2019-08-28 11:00:00, FLAT, , , , , , , , , , , , , , , 
6.4300, 6.4300, 6.4300, 6.4101, 3362, 7.7514, 6.901856742, 0.000000000, 6.501992309, 6.662581507, -0.017998077, , 2019-08-28 11:03:00, FLAT, , , , , , , , , , , , , , , 
6.4200, 6.4110, 6.4200, 6.4110, 1300, 7.7514, 6.879782472, -0.010000000, 6.485593847, 6.639478506, -0.016398462, , 2019-08-28 11:06:00, FLAT, , , , , , , , , , , , , , , 
6.4399, 6.4399, 6.4399, 6.4399, 1000, 7.7514, 6.858591174, 0.019900000, 6.476455077, 6.620471029, -0.009138769, , 2019-08-28 11:09:00, FLAT, , , , , , , , , , , , , , , 
6.4200, 6.4100, 6.4200, 6.4100, 400, 7.7514, 6.838247527, -0.019900000, 6.465164062, 6.601378550, -0.011291015, , 2019-08-28 11:12:00, FLAT, , , , , , , , , , , , , , , 
6.3500, 6.4100, 6.4100, 6.3500, 1725, 7.7514, 6.818717626, -0.070000000, 6.442131250, 6.577437736, -0.023032812, , 2019-08-28 11:15:00, FLAT, , , , , , , , , , , , , , , 
6.3500, 6.3500, 6.3500, 6.3500, 0, 7.7514, 6.799968921, 0.000000000, 6.423705000, 6.555776999, -0.018426250, , 2019-08-28 11:18:00, FLAT, , , , , , , , , , , , , , , 
6.3800, 6.3500, 6.3800, 6.3500, 2150, 7.7514, 6.781970164, 0.030000000, 6.414964000, 6.539036333, -0.008741000, , 2019-08-28 11:21:00, FLAT, , , , , , , , , , , , , , , 
6.3500, 6.3900, 6.3900, 6.3500, 1745, 7.7514, 6.764691357, -0.030000000, 6.401971200, 6.521032872, -0.012992800, , 2019-08-28 11:24:00, FLAT, , , , , , , , , , , , , , , 
6.3200, 6.3100, 6.3400, 6.3100, 1450, 7.7514, 6.748103703, -0.030000000, 6.385576960, 6.501886884, -0.016394240, , 2019-08-28 11:27:00, FLAT, , , , , , , , , , , , , , , 
6.3350, 6.3400, 6.3600, 6.3000, 2467, 7.7514, 6.726198518, 0.015000000, 6.375461568, 6.485992895, -0.010115392, , 2019-08-28 11:30:00, FLAT, , , , , , , , , , , , , , , 
6.2600, 6.3201, 6.3350, 6.2600, 2433, 7.7514, 6.700626607, -0.075000000, 6.352369254, 6.464469763, -0.023092314, , 2019-08-28 11:33:00, FLAT, , , , , , , , , , , , , , , 
6.2301, 6.3000, 6.3000, 6.2300, 5150, 7.7514, 6.669782744, -0.029900000, 6.327915403, 6.442148833, -0.024453851, , 2019-08-28 11:36:00, FLAT, , , , , , , , , , , , , , , 
6.2300, 6.2700, 6.2900, 6.2300, 2600, 7.7514, 6.634600125, -0.000100000, 6.308332323, 6.421944182, -0.019583081, , 2019-08-28 11:39:00, FLAT, , , , , , , , , , , , , , , 
6.2300, 6.2900, 6.3200, 6.2300, 3000, 7.7514, 6.602232115, 0.000000000, 6.292665858, 6.403663784, -0.015666465, , 2019-08-28 11:42:00, FLAT, , , , , , , , , , , , , , , 
6.3300, 6.2501, 6.3300, 6.2400, 12545, 7.7514, 6.572453546, 0.100000000, 6.300132687, 6.396648185, 0.007466828, , 2019-08-28 11:45:00, FLAT, , , , , , , , , , , , , , , 
6.3300, 6.3300, 6.3300, 6.3300, 1800, 7.7514, 6.545057262, 0.000000000, 6.306106149, 6.390300739, 0.005973463, , 2019-08-28 11:48:00, FLAT, , , , , , , , , , , , , , , 
6.2601, 6.3300, 6.3500, 6.2510, 5700, 7.7514, 6.519852681, -0.069900000, 6.296904919, 6.377900669, -0.009201230, , 2019-08-28 11:51:00, FLAT, , , , , , , , , , , , , , , 
6.3900, 6.3500, 6.4000, 6.3131, 4905, 7.7514, 6.496664466, 0.129900000, 6.315523936, 6.379052986, 0.018619016, , 2019-08-28 11:54:00, FLAT, , , , , , , , , , , , , , , 
6.2801, 6.3700, 6.3800, 6.2801, 15350, 7.7514, 6.475331309, -0.109900000, 6.308439148, 6.369628892, -0.007084787, , 2019-08-28 11:57:00, FLAT, , , , , , , , , , , , , , , 
6.3600, 6.3600, 6.3600, 6.2508, 3880, 7.7514, 6.455704804, 0.079900000, 6.318751319, 6.368711855, 0.010312170, , 2019-08-28 12:00:00, FLAT, , , , , , , , , , , , , , , 
6.2900, 6.3600, 6.3600, 6.2400, 12418, 7.7514, 6.437648420, -0.070000000, 6.313001055, 6.361215488, -0.005750264, , 2019-08-28 12:03:00, FLAT, , , , , , , , , , , , , , , 
6.0500, 6.2401, 6.2900, 6.0100, 10501, 7.7514, 6.421036546, -0.240000000, 6.260400844, 6.331575917, -0.052600211, , 2019-08-28 12:06:00, FLAT, , , , , , , , , , , , , , , 
6.0100, 6.1100, 6.1100, 5.9400, 7252, 7.7514, 6.384043257, -0.040000000, 6.210320675, 6.300949640, -0.050080169, , 2019-08-28 12:09:00, FLAT, , , , , , , , , , , , , , , 
6.0700, 6.0100, 6.1100, 6.0100, 1300, 7.7514, 6.339638932, 0.060000000, 6.182256540, 6.278954436, -0.028064135, , 2019-08-28 12:12:00, FLAT, , , , , , , , , , , , , , , 
6.1100, 6.0800, 6.1100, 6.0700, 5400, 7.7514, 6.299675038, 0.040000000, 6.167805232, 6.262863537, -0.014451308, , 2019-08-28 12:15:00, FLAT, , , , , , , , , , , , , , , 
6.1850, 6.1100, 6.1900, 6.1100, 4400, 7.7514, 6.263707535, 0.075000000, 6.171244186, 6.255447962, 0.003438954, , 2019-08-28 12:18:00, FLAT, , , , , , , , , , , , , , , 
6.1950, 6.1700, 6.1950, 6.1700, 4080, 7.7514, 6.231336781, 0.010000000, 6.175995349, 6.249691013, 0.004751163, , 2019-08-28 12:21:00, FLAT, , , , , , , , , , , , , , , 
6.1900, 6.2000, 6.2000, 6.1900, 8112, 7.7514, 6.202203103, -0.005000000, 6.178796279, 6.244006155, 0.002800930, , 2019-08-28 12:24:00, FLAT, , , , , , , , , , , , , , , 
6.2700, 6.2600, 6.3200, 6.2500, 5400, 7.7514, 5.940000000, 0.080000000, 6.197037023, 6.246481759, 0.018240744, , 2019-08-28 12:27:00, FLAT, , , , , , , , , , , , , , , 
6.3100, 6.2500, 6.3100, 6.2210, 2100, 7.7514, 5.943800000, 0.040000000, 6.219629618, 6.252531116, 0.022592595, , 2019-08-28 12:30:00, FLAT, , , , , , , , , , , , , , , 
6.3300, 6.3100, 6.3300, 6.2900, 1800, 7.7514, 5.947562000, 0.020000000, 6.241703695, 6.259909105, 0.022074076, , 2019-08-28 12:33:00, FLAT, , , , , , , , , , , , , , , 
6.3800, 6.3300, 6.3800, 6.3000, 3100, 7.7514, 5.955210760, 0.050000000, 6.269362956, 6.271346333, 0.027659261, , 2019-08-28 12:36:00, FLAT, , , , , , , , , , , , , , , 
6.3400, 6.3400, 6.3700, 6.2800, 2500, 7.7514, 5.967954437, -0.040000000, 6.283490365, 6.277884777, 0.014127409, , 2019-08-28 12:39:00, FLAT, , , , , , , , , , , , , , , 
6.3700, 6.3600, 6.3700, 6.3400, 900, 7.7514, 5.980315804, 0.030000000, 6.300792292, 6.286657656, 0.017301927, , 2019-08-28 12:42:00, FLAT, , , , , , , , , , , , , , , 
6.2500, 6.3600, 6.3700, 6.2500, 3400, 7.7514, 5.992306330, -0.120000000, 6.290633833, 6.283166450, -0.010158458, , 2019-08-28 12:45:00, FLAT, , , , , , , , , , , , , , , 
6.2800, 6.2950, 6.3500, 6.2800, 7900, 7.7514, 6.003937140, 0.030000000, 6.288507067, 6.282864884, -0.002126767, , 2019-08-28 12:48:00, FLAT, , , , , , , , , , , , , , , 
6.2900, 6.2700, 6.2900, 6.2100, 2650, 7.7514, 6.015219026, 0.010000000, 6.288805653, 6.283544418, 0.000298587, , 2019-08-28 12:51:00, FLAT, , , , , , , , , , , , , , , 
6.2900, 6.2900, 6.3000, 6.2600, 2800, 7.7514, 6.026162455, 0.000000000, 6.289044523, 6.284159236, 0.000238869, , 2019-08-28 12:54:00, FLAT, , , , , , , , , , , , , , , 
6.2500, 6.2900, 6.2900, 6.2500, 2600, 7.7514, 6.036777581, -0.040000000, 6.281235618, 6.280905975, -0.007808905, , 2019-08-28 12:57:00, FLAT, , , , , , , , , , , , , , , 
6.2650, 6.2600, 6.2750, 6.2500, 1800, 7.7514, 6.047074254, 0.015000000, 6.277988495, 6.279391120, -0.003247124, , 2019-08-28 13:00:00, FLAT, , , , , , , , , , , , , , , 
6.2750, 6.2750, 6.2900, 6.2600, 1000, 7.7514, 6.057062026, 0.010000000, 6.277390796, 6.278972918, -0.000597699, , 2019-08-28 13:03:00, FLAT, , , , , , , , , , , , , , , 
6.2600, 6.2600, 6.2750, 6.2100, 2200, 7.7514, 6.066750166, -0.015000000, 6.273912636, 6.277165974, -0.003478159, , 2019-08-28 13:06:00, FLAT, , , , , , , , , , , , , , , 
6.2699, 6.2600, 6.2699, 6.2600, 1700, 7.7514, 6.076147661, 0.009900000, 6.273110109, 6.276473976, -0.000802527, , 2019-08-28 13:09:00, FLAT, , , , , , , , , , , , , , , 
6.2200, 6.2600, 6.2600, 6.2200, 1200, 7.7514, 6.085263231, -0.049900000, 6.262488087, 6.271095502, -0.010622022, , 2019-08-28 13:12:00, FLAT, , , , , , , , , , , , , , , 
6.2500, 6.2000, 6.2500, 6.1900, 1030, 7.7514, 6.094105334, 0.030000000, 6.259990470, 6.269086407, -0.002497617, , 2019-08-28 13:15:00, FLAT, , , , , , , , , , , , , , , 
6.3000, 6.2500, 6.3000, 6.2300, 4625, 7.7514, 6.102682174, 0.050000000, 6.267992376, 6.272030559, 0.008001906, , 2019-08-28 13:18:00, FLAT, , , , , , , , , , , , , , , 
6.2800, 6.2890, 6.2890, 6.2800, 600, 7.7514, 6.111001709, -0.020000000, 6.270393901, 6.272789553, 0.002401525, , 2019-08-28 13:21:00, FLAT, , , , , , , , , , , , , , , 
6.2800, 6.2800, 6.2850, 6.2800, 1000, 7.7514, 6.119071657, 0.000000000, 6.272315121, 6.273476262, 0.001921220, , 2019-08-28 13:24:00, FLAT, , , , , , , , , , , , , , , 
6.2500, 6.2500, 6.2800, 6.2500, 2050, 7.7514, 6.126899508, -0.030000000, 6.267852096, 6.271240428, -0.004463024, , 2019-08-28 13:27:00, FLAT, , , , , , , , , , , , , , , 
6.3000, 6.2800, 6.3100, 6.2800, 800, 7.7514, 6.134492522, 0.050000000, 6.274281677, 6.273979435, 0.006429581, , 2019-08-28 13:30:00, FLAT, , , , , , , , , , , , , , , 
6.2500, 6.2950, 6.2950, 6.2301, 3563, 7.7514, 6.141857747, -0.050000000, 6.269425342, 6.271695679, -0.004856335, , 2019-08-28 13:33:00, FLAT, , , , , , , , , , , , , , , 
6.2500, 6.2500, 6.2500, 6.2500, 0, 7.7514, 6.149002014, 0.000000000, 6.265540273, 6.269629424, -0.003885068, , 2019-08-28 13:36:00, FLAT, , , , , , , , , , , , , , , 
6.2875, 6.3000, 6.3000, 6.2750, 2500, 7.7514, 6.155931954, 0.037500000, 6.269932219, 6.271331383, 0.004391945, , 2019-08-28 13:39:00, FLAT, , , , , , , , , , , , , , , 
6.2750, 6.3000, 6.3000, 6.2700, 2400, 7.7514, 6.162653995, -0.012500000, 6.270945775, 6.271680776, 0.001013556, , 2019-08-28 13:42:00, FLAT, , , , , , , , , , , , , , , 
6.2668, 6.2750, 6.2750, 6.2600, 1400, 7.7514, 6.169174375, -0.008200000, 6.270116620, 6.271215940, -0.000829155, , 2019-08-28 13:45:00, FLAT, , , , , , , , , , , , , , , 
6.2550, 6.2600, 6.2600, 6.2300, 1200, 7.7514, 6.175499144, -0.011800000, 6.267093296, 6.269671565, -0.003023324, , 2019-08-28 13:48:00, FLAT, , , , , , , , , , , , , , , 
6.1200, 6.2550, 6.2550, 6.1200, 2500, 7.7514, 6.380000000, -0.135000000, 6.237674637, 6.255417130, -0.029418659, , 2019-08-28 13:51:00, FLAT, , , , , , , , , , , , , , , 
6.1200, 6.1200, 6.1200, 6.1200, 0, 7.7514, 6.377400000, 0.000000000, 6.214139709, 6.242520260, -0.023534927, , 2019-08-28 13:54:00, FLAT, , , , , , , , , , , , , , , 
6.1200, 6.2100, 6.2100, 6.1200, 3800, 7.7514, 6.374826000, 0.000000000, 6.195311768, 6.230851664, -0.018827942, , 2019-08-28 13:57:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1300, 6.1500, 6.0900, 3645, 7.7514, 6.372277740, 0.010000000, 6.182249414, 6.221246744, -0.013062354, , 2019-08-28 14:00:00, FLAT, , , , , , , , , , , , , , , 
6.1800, 6.1300, 6.1800, 6.1300, 2165, 7.7514, 6.366632185, 0.050000000, 6.181799531, 6.217318482, -0.000449883, , 2019-08-28 14:03:00, FLAT, , , , , , , , , , , , , , , 
6.1550, 6.1800, 6.1900, 6.1144, 4500, 7.7514, 6.361099541, -0.025000000, 6.176439625, 6.211383389, -0.005359906, , 2019-08-28 14:06:00, FLAT, , , , , , , , , , , , , , , 
6.1350, 6.1500, 6.1590, 6.1200, 2695, 7.7514, 6.355677551, -0.020000000, 6.168151700, 6.204108780, -0.008287925, , 2019-08-28 14:09:00, FLAT, , , , , , , , , , , , , , , 
6.1400, 6.1350, 6.1400, 6.1350, 1200, 7.7514, 6.350364000, 0.005000000, 6.162521360, 6.198003182, -0.005630340, , 2019-08-28 14:12:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1448, 6.1448, 6.1300, 400, 7.7514, 6.345156720, -0.010000000, 6.156017088, 6.191526689, -0.006504272, , 2019-08-28 14:15:00, FLAT, , , , , , , , , , , , , , , 
6.1600, 6.1600, 6.1600, 6.1300, 1500, 7.7514, 6.340053585, 0.030000000, 6.156813670, 6.188524147, 0.000796582, , 2019-08-28 14:18:00, FLAT, , , , , , , , , , , , , , , 
6.1600, 6.1400, 6.1600, 6.1400, 500, 7.7514, 6.335052514, 0.000000000, 6.157450936, 6.185807562, 0.000637266, , 2019-08-28 14:21:00, FLAT, , , , , , , , , , , , , , , 
6.1400, 6.1600, 6.1600, 6.1400, 1500, 7.7514, 6.330151463, -0.020000000, 6.153960749, 6.181444937, -0.003490187, , 2019-08-28 14:24:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1400, 6.1600, 6.1200, 2300, 7.7514, 6.325348434, -0.010000000, 6.149168599, 6.176545419, -0.004792150, , 2019-08-28 14:27:00, FLAT, , , , , , , , , , , , , , , 
6.1350, 6.1350, 6.1350, 6.1350, 1300, 7.7514, 6.320641465, 0.005000000, 6.146334879, 6.172588712, -0.002833720, , 2019-08-28 14:30:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1350, 6.1350, 6.1300, 500, 7.7514, 6.316028636, -0.005000000, 6.143067904, 6.168532644, -0.003266976, , 2019-08-28 14:33:00, FLAT, , , , , , , , , , , , , , , 
6.1250, 6.1100, 6.1250, 6.1100, 800, 7.7514, 6.311508063, -0.005000000, 6.139454323, 6.164386678, -0.003613581, , 2019-08-28 14:36:00, FLAT, , , , , , , , , , , , , , , 
6.1200, 6.1250, 6.1250, 6.1100, 1200, 7.7514, 6.307077902, -0.005000000, 6.135563458, 6.160159376, -0.003890865, , 2019-08-28 14:39:00, FLAT, , , , , , , , , , , , , , , 
6.1000, 6.1000, 6.1000, 6.0600, 2360, 7.7514, 6.302736344, -0.020000000, 6.128450767, 6.154429911, -0.007112692, , 2019-08-28 14:42:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1000, 6.1300, 6.0895, 1290, 7.7514, 6.295454254, 0.030000000, 6.128760613, 6.152103253, 0.000309847, , 2019-08-28 14:45:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1300, 6.1300, 6.1150, 700, 7.7514, 6.288390626, 0.000000000, 6.129008491, 6.149998181, 0.000247877, , 2019-08-28 14:48:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1300, 6.1300, 6.1150, 2110, 7.7514, 6.281538907, 0.000000000, 6.129206792, 6.148093593, 0.000198302, , 2019-08-28 14:51:00, FLAT, , , , , , , , , , , , , , , 
6.1550, 6.1550, 6.1550, 6.1500, 1100, 7.7514, 6.274892740, 0.025000000, 6.134365434, 6.148751346, 0.005158642, , 2019-08-28 14:54:00, FLAT, , , , , , , , , , , , , , , 
6.1792, 6.1550, 6.1800, 6.1550, 2000, 7.7514, 6.268445958, 0.024200000, 6.143332347, 6.151651218, 0.008966913, , 2019-08-28 14:57:00, FLAT, , , , , , , , , , , , , , , 
6.1600, 6.1400, 6.1600, 6.1300, 600, 7.7514, 6.262192579, -0.019200000, 6.146665878, 6.152446340, 0.003333531, , 2019-08-28 15:00:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1300, 6.1450, 6.1200, 1700, 7.7514, 6.256126802, -0.030000000, 6.143332702, 6.150308593, -0.003333176, , 2019-08-28 15:03:00, FLAT, , , , , , , , , , , , , , , 
6.1300, 6.1300, 6.1300, 6.1100, 1300, 7.7514, 6.250242998, 0.000000000, 6.140666162, 6.148374441, -0.002666540, , 2019-08-28 15:06:00, FLAT, , , , , , , , , , , , , , , 
6.0950, 6.1100, 6.1100, 6.0601, 3701, 7.7514, 6.244535708, -0.035000000, 6.131532929, 6.143291161, -0.009133232, , 2019-08-28 15:09:00, FLAT, , , , , , , , , , , , , , , 
6.0550, 6.0700, 6.0750, 6.0550, 3440, 7.7514, 6.238999637, -0.040000000, 6.116226344, 6.134882479, -0.015306586, , 2019-08-28 15:12:00, FLAT, , , , , , , , , , , , , , , 
6.0550, 6.0500, 6.0900, 6.0500, 3500, 7.7514, 6.231639651, 0.000000000, 6.103981075, 6.127274624, -0.012245269, , 2019-08-28 15:15:00, FLAT, , , , , , , , , , , , , , , 
6.0600, 6.0800, 6.0800, 6.0600, 2150, 7.7514, 6.222557669, 0.005000000, 6.095184860, 6.120867517, -0.008796215, , 2019-08-28 15:18:00, FLAT, , , , , , , , , , , , , , , 
6.0400, 6.0400, 6.0400, 5.9900, 3528, 7.7514, 6.213929785, -0.020000000, 6.084147888, 6.113165849, -0.011036972, , 2019-08-28 15:21:00, FLAT, , , , , , , , , , , , , , , 
6.0400, 6.0500, 6.0500, 6.0400, 1000, 7.7514, 6.200493998, 0.000000000, 6.075318310, 6.106197673, -0.008829578, , 2019-08-28 15:24:00, FLAT, , , , , , , , , , , , , , , 
6.0400, 6.0400, 6.0400, 6.0000, 1300, 7.7514, 6.187864358, 0.000000000, 6.068254648, 6.099893132, -0.007063662, , 2019-08-28 15:27:00, FLAT, , , , , , , , , , , , , , , 
6.0100, 6.0000, 6.0400, 6.0000, 1500, 7.7514, 6.175992497, -0.030000000, 6.056603719, 6.091331882, -0.011650930, , 2019-08-28 15:30:00, FLAT, , , , , , , , , , , , , , , 
6.0300, 6.0400, 6.0400, 6.0100, 1700, 7.7514, 6.164832947, 0.020000000, 6.051282975, 6.085490750, -0.005320744, , 2019-08-28 15:33:00, FLAT, , , , , , , , , , , , , , , 
6.1400, 6.0365, 6.1400, 6.0300, 2700, 7.7514, 6.154342970, 0.110000000, 6.069026380, 6.090682107, 0.017743405, , 2019-08-28 15:36:00, FLAT, , , , , , , , , , , , , , , 
6.0500, 6.0625, 6.1000, 6.0200, 2580, 7.7514, 6.144482392, -0.090000000, 6.065221104, 6.086807621, -0.003805276, , 2019-08-28 15:39:00, FLAT, , , , , , , , , , , , , , , 
